timestamp_ms,performance_score,confidence_score,stress_score,engagement_score,posture_score,openness_score,fidget_score,lean,dominant_emotion,face_stress,face_confidence,eye_contact,tone_label,pitch_mean,pitch_variance,energy,speaking_rate,pause_ratio,tone_overall
498.3959197998047,0.468,0.682,0.78,0.507,1.0,0.453,0.0,neutral,sad,0.554,0.092,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
698.3547210693359,0.39,0.45,0.78,0.519,1.0,0.492,1.0,neutral,sad,0.554,0.092,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
730.3676605224609,0.415,0.484,0.776,0.558,1.0,0.635,1.0,neutral,fear,0.557,0.108,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
864.1338348388672,0.406,0.471,0.776,0.541,1.0,0.58,1.0,neutral,fear,0.557,0.108,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
893.1965827941895,0.403,0.468,0.776,0.537,1.0,0.566,1.0,neutral,fear,0.557,0.108,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
925.1048564910889,0.396,0.457,0.763,0.511,1.0,0.52,1.0,neutral,fear,0.561,0.153,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1055.3646087646484,0.39,0.449,0.763,0.501,1.0,0.485,1.0,neutral,fear,0.561,0.153,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1082.7381610870361,0.388,0.446,0.763,0.498,1.0,0.476,1.0,neutral,fear,0.561,0.153,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1116.544485092163,0.394,0.441,0.736,0.491,1.0,0.456,1.0,neutral,fear,0.504,0.142,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1242.8944110870361,0.389,0.434,0.736,0.482,1.0,0.428,1.0,neutral,fear,0.504,0.142,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1273.9617824554443,0.397,0.445,0.736,0.495,1.0,0.469,1.0,neutral,fear,0.504,0.142,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1305.6094646453857,0.392,0.448,0.76,0.504,1.0,0.487,1.0,neutral,fear,0.545,0.137,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1425.3559112548828,0.375,0.425,0.76,0.474,1.0,0.385,1.0,neutral,fear,0.545,0.137,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1455.0576210021973,0.366,0.413,0.76,0.459,1.0,0.338,1.0,neutral,fear,0.545,0.137,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1485.206127166748,0.381,0.422,0.735,0.467,1.0,0.372,1.0,neutral,fear,0.512,0.157,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1634.1638565063477,0.39,0.434,0.735,0.483,1.0,0.424,1.0,neutral,fear,0.512,0.157,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
1664.522409439087,0.408,0.459,0.735,0.514,1.0,0.529,1.0,neutral,fear,0.512,0.157,True,unknown,0.0,0.0,0.0,0.0,0.0,0.0
