url,name,categories,image,INDICATIONS,FORME,INFOS SUR LE PRODUIT,CLASSE,COMPOSITIONS,Conseils d'utilisation,CONTRE INDICATIONS
https://vital.com.tn/products/coenzyme-q10/,Coenzyme Q10,"Brûle graisses, Cholestérol",https://vital.com.tn/wp-content/uploads/2019/05/Q10-1.png,�?? Améliore les performances physiques�?? Protège contre le vieillissement cellulaire�?? Aide en période de convalescence�?? Diminue la fonte musculaire�?? Anti �?? oxydant,Gélule,Boite de 30 gélules,Complément alimentaire,Coenzyme Q10,�?? 2 gélules par jour,Aucune
https://vital.com.tn/products/magnesium/,Magnésium,"Fatigue, Stress",https://vital.com.tn/wp-content/uploads/2019/05/Magnesium-2.png,�?? Anti-stress�?? Anti-fatigue�?? Aide à dépasser les crampes répétitives,Gélule,Boite de 60 gélules,Complément alimentaire,"Magnésium, Vitamine B6",2 gélules par jour,Aucune
https://vital.com.tn/products/phytofibres-2/,Phytofibres,"Ballonnement et gaz, Constipation, Digestion",https://vital.com.tn/wp-content/uploads/2019/05/phytofibre.png,�?? Apport en fibres�?? Confort régulier préventif du SII*�?? Difficulté de digestion�?? Gaz et ballonnement,Gélule,Boite de 60 gélules,Complément alimentaire,Son de blé,"2 gélules par jour, avant les principaux repas",Aucune
https://vital.com.tn/products/grossivit-gelule/,Grossivit Gélule,"Appétit, Prise de poids",https://vital.com.tn/wp-content/uploads/2019/05/gROSSIVIT.png,�?? Favorise la prise de poids�?? Assure un précieux apport en éléments nutritifs*�?? Améliore la digestion�?? Stimule l�??appétit,Gélule,Boite de 60 gélules,,"Extrait sec de Fenugrec, Levure de bière, Pollen d'abeille","�?? Adulte: 2 gélules deux fois par jour�?? En cas de besoin, on peut aller jusqu�??a 6 gélules",
https://vital.com.tn/products/minciligne-homme/,Minciligne Homme,"Brûle graisses, Coupe faim",https://vital.com.tn/wp-content/uploads/2018/08/minciligne-homme.png,Coupe faimObésitéAdjuvant de régime,Solution buvable,20 Sachets de 10 ml,Complément alimentaire,"Vitamine C, L-carnitine, Extrait sec de thé vert, Extrait sec de Chiendent, Extrait sec de Fenouil, Extrait sec d'Ananas, Fer, Extrait sec de Maté, Extrait sec de Ginseng, Extrait sec de Guarana, Vitamine B6, Extrait sec de Psyllium",1 sachet par jour pur ou dilué dans 1.5 litre d�??eau à boire le long de la journée loin des repas,
https://vital.com.tn/products/minciligne-postnatale/,Minciligne Postnatale,"Brûle graisses, Cellulite, Drainage",https://vital.com.tn/wp-content/uploads/2018/08/minciligne-postnatale.png,DrainageObésitéAdjuvant de régime,Solution buvable,Flacon  de 275 ml,Complément alimentaire,"Fenouil,  chiendent,  ananas,  spiruline, artichaut, piloselle, orange amer, psyllium, Vitamine B6, Vitamine D",Diluer une dose dans 1.5 litre d�??eau et boire le long de la journée loin des repas,
https://vital.com.tn/products/minciligne-aux-9-plantes-phytoactives/,Minciligne Aux 9 plantes phytoactives,Drainage,https://vital.com.tn/wp-content/uploads/2018/08/miniciligne-9-plantes.png,-Drainage-Obésité-Adjuvant de régime,Solution buvable,Flacon  de 275ml,Complément alimentaire,"Thé vert, Artichaut, Fenouil, Chiendent, Orthosiphon, Maté, guarana, Piloselle, ananas","Diluer une dose de 20 ml dans 1,5 L d�??eau, les boire le long de la journée, loin des repas",
https://vital.com.tn/products/savon-extra-doux-3/,Pédiakids Savon extra doux,Peau,https://vital.com.tn/wp-content/uploads/2018/08/Savon-extra-doux.png,�?? Nettoie et hydrate la peau de bébé,Savon,Savon de 100 g,Savon,"Huile d�??amande douce, Lait d'amande douce, Glycérine",�?? Usage quotidien,
https://vital.com.tn/products/immunovit/,Pédiakids Immunovit,Immunité,https://vital.com.tn/wp-content/uploads/2018/08/Immunovit-1.png,�?? Traitement préventif en période pré-hivernale�?? Stimulation des défenses naturelles�?? Efficace pour faire face aux bronchites à répétition,Sirop,Flacon de 150 ml,Complément alimentaire,"Extrait sec d�??Echinacée, Spiruline, Propolis, Gelée royale, Vitamine C, Zinc",�?? 0 à 2 ans : 1 cuillère à café 1fois/jour�?? 2 à 7 ans : 1 cuillère à café 2fois/jour�?? 7 à 14 ans : 1 cuillère à soupe 2fois/jour,
https://vital.com.tn/products/spray-nasal/,Pédiakids Spray Nasal,Rhume,https://vital.com.tn/wp-content/uploads/2018/08/Spray-nasal.png,�?? Nettoie et humidifie la muqueuse nasale�?? Désobstruction nasale�?? Solution isotonique�?? Evacue les agents infectieux et allergènes,Liquide,Flacon de 20 ml,Complément alimentaire,"Extrait sec de Thym, Extrait sec d�??Arnica, Propolis, Extrait sec de Lavande, Chlorure de Sodium",�?? A partir de 3 mois : 2 pulvérisations dans chaque narine 2 à 3 fois/jour,
https://vital.com.tn/products/vitonic-fer-grossesse/,Vitonic Fer Grossesse,Grossesse,https://vital.com.tn/wp-content/uploads/2018/08/VITONIC-fer-grossesse.png,�?? Palier les carences en fer�?? Apport en vitamines et oligo-éléments�?? Réduit les nausées matinales au cours de la grossesse,Gélule,Boite de 30 gélules,Complément alimentaire,"Extrait sec de gingembre, Vitamine C, Fer, Vitamine B6, Cuivre, Vitamine B9, Vitamine D3, Vitamine B12",1 gélule par jour au moment du repas,
https://vital.com.tn/products/vitonic-fer-2/,Vitonic Fer,Fatigue intellectuelle,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-fer.png,�?? Pallie les carences en fer et rétablit les réserves en fer�?? Prévient et traite les symptômes de la ménopause�?? Calme et traite les symptômes prémenstruels et dysménorrhées�?? Activité phyto-oestrogénique,Gélule,Boite de 30 gélules,Complément alimentaire,"Extrait sec d'Angélique, Bisglycinate de Fer, Vitamine C, Zinc, Vitamine B6, Vitamine B9, Vitamine B12",1 gélule par jour,Femmes enceintes et allaitantes  Traitement anticoagulant
https://vital.com.tn/products/vitonic-examens-2/,Vitonic Examens,"Concentration, Fatigue intellectuelle",https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-examens.png,�?? Stimule la mémoire et la concentration�?? Diminue la fatigue�?? Réduit les signes de surmenage,Gélule,Boite de 45 gélules,Complément alimentaire,"Probiotique, Oméga 3, Lécithine de soja, Magnésium, Vitamine C, Fer, Vitamine B5, Vitamine B6, Vitamine B2, Vitamine B1, Vitamine B8, Vitamine B12",3 gélules par jour pendant 3 à 8 semaines,Aucune
https://vital.com.tn/products/vitonic-senior-3/,Vitonic sénior,"Concentration, Mémoire",https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-senior-1.png,�?? Trouble de la mémoire�?? Asthénie�?? Sénescence et fatigue physique�?? Renforce les défenses naturelles,Gélule / Goutte,Boite contenant de 30 gélules / un flacon en PET de 60 ml+ une pipette.,Complément alimentaire,"Gouttes : Vitamine B12, Sélénium, Vitamine B9 Vitamine A, Vitamine B1, Vitamine B2, Vitamine B6, Cuivre, Vitamine E, Fer, Vitamine C, Magnésium. Gélules : Vitamine C, Vitamine E, Vitamine A, Vitamine B6, Vitamine B9, Vitamine B2, Vitamine B1, Vitamine B12, Magnésium, Cuivre, Fer, Sélénium, Oméga3, Probiotiques",2 gélules par jour,Aucune
https://vital.com.tn/products/vitonic-diab-3/,Vitonic DIAB,Diabète,https://vital.com.tn/wp-content/uploads/2017/08/Vitonic-Diab.png,�?? Indiqué pour les personnes suivant un régime diabétique,Gélule,Boite de 30 gélules,Complément alimentaire,"Vitamine C, Vitamine E, Fer, Vitamine B5, Zinc, Vitamine B6, Vitamine B1, Vitamine B2, Vitamine B9, Vitamine B8, Sélénium, Chrome, Vitamine B12",1 gélule par jour au moment des repas,Aucune
https://vital.com.tn/products/vitonic-tonus-2-2/,Vitonic Tonus,Revitalisant,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-tonus-1.png,�?? Carences en vitamines�?? Immunité�?? Vitalité�?? Tonus�?? Apaisement,Gélule,1 boite de 30 gélules,Complément alimentaire,"Vitamine C, Vitamine A, Vitamine B6 ,Vitamine B2, Vitamine B1, Vitamine B12, Vitamine E, Cuivre, Fer, Vitamine B5, Vitamine D, Vitamine B9, Chrome, Vitamine, Sélénium, Zinc, Iode, Probiotique",1 gélule le matin et 1 gélule la nuit,Aucune
https://vital.com.tn/products/diabemin-3/,LV Diabemin,Glycémie,https://vital.com.tn/wp-content/uploads/2017/08/Diabemin.png,�?? Régule le taux de glucose dans le sang�?? Traite l�??intolérance au glucose ou le diabète de type 2�?? Diminue le taux de cholestérol total dans le sang,Gélule,Boite de 30 gélules,Complément alimentaire,"Lupin, Chrome",�?? 1 gélule 3 fois par jour avant les repas,Aucune
https://vital.com.tn/products/phytoveine-3/,LV PhytoVeine Gélule,"Jambes lourdes, Varices",https://vital.com.tn/wp-content/uploads/2017/08/Phytoveine.png,�?? Soulage les douleurs des jambes lourdes�?? Stimule la circulation sanguine,Gélule,Boite de 60 gélules,Complément alimentaire,"Extrait sec de vigne rouge, Extrait sec de marron d'inde, Vitamine C",�?? 2 gélules par jour,Aucune
https://vital.com.tn/products/fersang-2/,LV Fersang Gélule,"Anémie, Carence en Fer",https://vital.com.tn/wp-content/uploads/2017/08/Fersang-gelules.png,"�?? Prévention de la carence martiale�?? Traitement de l�??anémie chez l�??adulte, l�??enfant etla femme enceinte�?? Restitution des réserves en fer�?? Fortifie le sang�?? Faible risque de constipation",Gélules,Boite de 60 gélules,Complément alimentaire,"Spiruline, Vitamine C, Fer (fumarate de fer), Vitamine B6, Vitamine B9, Vitamine B12",�?? 1 à 2 gélules par jour pendant au moins un mois,Aucune
https://vital.com.tn/products/phytocalm-2/,LV Phytocalm,"Anxiété, Dépression",https://vital.com.tn/wp-content/uploads/2017/08/phytocalm-gelules.png,"�?? Diminue le stress, les troubles du sommeil et les spasmes gastro intestinaux�?? Insomnie légère�?? Etats dépressifs mineurs",Gélules / Gouttes,Boite de 30 gélules/ Flacon de 60 ml,Complément alimentaire,"Passiflore, Valériane, Mélisse",3 gélules par jour,Femme enceinte et allaitante.Troubles de la thyroïde.
https://vital.com.tn/products/melatonuit/,LV Mélatonuit,Troubles de sommeil,https://vital.com.tn/wp-content/uploads/2017/08/Melatonuit.png,�?? Améliore la qualité du sommeil�?? Diminue les réveils nocturnes�?? Favorise l�??endormissement avec un sommeil réparateur,Gélules,Boite de 30 gélules,complément alimentaire,"Extrait sec de Passiflore, Mélatonine, Extrait sec de Pavot de Californie, Extrait sec de Mélisse, vitamine B6",2 gélules par jour 30 minutes à 1 heure avant de se coucher,Femme enceinte ou allaitante
https://vital.com.tn/products/migrainal-3/,LV Migrainal,Migraine,https://vital.com.tn/wp-content/uploads/2020/09/Migrainal.png,�?? Réduit l�??intensité de crise de migraine�?? Réduit la durée de crise de migraine�?? Réduit la fréquence des épisodes migraineux,Gélules,Boite de 30 gélules,Complément alimentaire,"Extrait sec de Grande Camomille, Extrait sec de Ginkgo biloba, Extrait sec de Mélisse, Vitamine B2",1 gélule par jour pendant au moins 1 mois,Ginkgo biloba : à proscrire en Co-médication avec des anticoagulants
https://vital.com.tn/products/arthroforce-2/,LV Arthroforce Gélule,"Arthrite, Arthrose, Douleurs articulaires",https://vital.com.tn/wp-content/uploads/2017/08/LV-Arthroforce-gelules.png,�?? Douleurs articulaires�?? Arthrose�?? Arthrite�?? Tendinite,Gélule,"Boite de 60 gélules,Tube de 90g, Tube de 45g",complément alimentaire,"Glucosamine,Chondroitine, Extrait sec d'Harpagophytum procumbens, Reine de près, de saule , Vitamine B6 et Manganèse","�?? 1 Gélule le matin, 1 Gélule Midi et 1 Gélule le soir après les repas.",Interaction avec anticoagulants pour la forme gélule
https://vital.com.tn/products/pediakids-apigrip-3/,Pédiakids Apigrip,"Grippe, Rhume, Soulage",https://vital.com.tn/wp-content/uploads/2017/08/Apigrip.png,"�?? Anti-grippal�?? Réduit les signes inflammatoires du rhume�?? Traitement curatif et préventif, pour soulager le nez et la gorge",Sirop,Flacon de 150 ml,Complément alimentaire,"Extrait sec d'acerola, extrait sec d'échinacée, extrait sec de camomille, extrait sec de noyer, extrait sec de cassis, miel, propolis",�?? 0 à 5 ans : 5ml 2 fois par jour�?? Plus de 5 ans : 10ml 2 fois par jour,Aucune
https://vital.com.tn/products/pediakids-apitou-n2/,Pédiakids APITOU N°2,Toux sèche,https://vital.com.tn/wp-content/uploads/2017/08/Pediakids-APITOU-2-2.png,Soulager la toux sèche chez les enfantsCalmer les voies respiratoires,Sirop,Flacon de 150 ml,Complément alimentaire,"Extrait sec de Plantin, extrait sec de tilleul, extrait sec de romarin, miel, propolis, arome",�?? 0 à 5 ans : 5ml 2 fois par jour�?? Plus de 5 ans : 10ml 2 fois par jour,Aucune
https://vital.com.tn/products/pediakids-apitou-n1/,Pédiakids APITOU N°1,Toux grasse,https://vital.com.tn/wp-content/uploads/2017/08/Pediakids-APITOU-1-1.png,�?? Dégage les voies respiratoires�?? Expectorant,Sirop,Flacon de 150 ml,Complément alimentaire,"Extrait sec de thym, extrait sec de plantain, extrait sec d'eucalyptus, extrait sec de cassis, miel, propolis",�?? 0 à 5 ans : 5ml 2 fois par jour�?? Plus de 5 ans : 10ml 2 fois par jour,Aucune
https://vital.com.tn/products/calcium-vit-d3/,Pédiakids Calcium & Vit. D3,Ossature,https://vital.com.tn/wp-content/uploads/2017/08/Calcium.png,�?? Favorise la croissance�?? Solidifie les os et prévient l�??ostéomalacie�?? Régule le métabolisme phospho-calciqueet homéostasie osseuse,Sirop,Flacon de 150 ml,Complément alimentaire,"Calcium, vitamine D3 et vitamine B12",�?? 0 à 3 ans: 5 ml 2 fois par jour4 à 6 ans: 5ml 3 fois par jour7 à 9 ans: 5ml 2 fois par jour9 à 19 ans 5ml 2 fois par jour,Aucune
https://vital.com.tn/products/pediakids-creme/,Pédiakids Crème pour le change,"soin bébé, Erythèmes",https://vital.com.tn/wp-content/uploads/2017/08/creme-pour-le-change.png,�?? Calmer les rougeurs du siège et prévenir leur apparition efficacement�?? Traitement préventif et curatif des érythèmes fessiers,Crème,Tube de 40 gr,Crème pour la peau,"Lanoline, Oxyde de Zinc, Huile essentiel de lavande","A chaque change, appliquer une couche épaisse sur la peau parfaitement propre et sèche.",Aucune
https://vital.com.tn/products/spiruline-4/,Spiruline,"Revitalisant, Fatigue, Immunité",https://vital.com.tn/wp-content/uploads/2017/08/Spiruline-1.png,�?? immunostimulant�?? Fortifiant et nutritif�?? Fortifiant phanère,Gélule,Boite de 60 gélules,Complément alimentaire,Spiruline,2 gélules par jour,
https://vital.com.tn/products/millepertuis-4/,Millepertuis,"Anxiété, état d�??humeur",https://vital.com.tn/wp-content/uploads/2017/08/mILLEPERTUIS-1.png,�?? Améliore les états d�??humeur�?? Aide à dépasser des états d�??asthénie mentale et psychique,Gélule,Boite de 30 gélules,Complément alimentaire,Millepertuis,�?? 3 gélules par jourCe produit est à consommer dans le cadre d�??unealimentation variée et équilibrée,"Femme enceinte, allaitante et enfant avant l'âge de 12 ans."
https://vital.com.tn/products/guarana-4/,Guarana,"Brûle graisses, Fatigue",https://vital.com.tn/wp-content/uploads/2017/08/guarana-1.png,�?? Etat de fatigue�?? Brûle graisse,Gélule,Boite de 30 gélules,Complément alimentaire,Guarana,1 gélule le matin( Durant un mois ),Aucune
https://vital.com.tn/products/aide-minceur-6/,Aide minceur,"Coupe faim, Digestion",https://vital.com.tn/wp-content/uploads/2017/08/Aide-minceur-2.png,�?? Coupe faim�?? Piège les sucres et les graisses�?? Facilite la digestion,Gélule,Boite de 30 gélules,Complément alimentaire,Agar agar,�?? 3 gélules par jour 1 /4 d�??heure avant les principaux repasavec un grand verre d�??eau,Glucomannane
https://vital.com.tn/products/phytodraine-4/,Phytodraine,"Cellulite, Drainage",https://vital.com.tn/wp-content/uploads/2017/08/phytodraine-1.png,�?? Modérateur de l�??appétit�?? Adjuvant de régime amincissant�?? Anticellulite�?? Draineur,Solution,Flacon de 250ml,Complément alimentaire,"Extrait sec de réglisse, Extrait sec de chiendent, Extrait sec de vigne rouge, Extrait sec de reine des prés, Extrait sec fucus vésiculeux, Extrait de stévia","30 ml Dans 1.5 litre d�??eau, les boires tout au long de la journée,loin des repas","Hyperthyroïdie, hypertension"
https://vital.com.tn/products/pectine-de-pomme-4/,Pectine de pomme,Coupe faim,https://vital.com.tn/wp-content/uploads/2017/08/Phytothera-PECTINE-DE-POMME.png,�?? Coupe faim�?? Piège les sucres et les graisses�?? Accélère la sensation de satiété,Gélule,Boite de 30 gélules,Complément alimentaire,Pectine de pomme,"1 gélule à midi et une gélule le soir, une demi heure avant le repas",Pectine de pomme
https://vital.com.tn/products/pollen-dabeilles/,Pollen d�??abeilles,"Cheveux, Peau",https://vital.com.tn/wp-content/uploads/2017/08/Pollen.png,�?? Fortifiant général�?? Santé de la peau et des cheveux�?? Etat de fatigue,Gélule,Boite de 60 gélules,Complément alimentaire.,"Pollen d�??abeilles, Sélénium",Enfant à partir de 6 ans et Adulte : 3 gélules par jour,Aucune
https://vital.com.tn/products/planthiol/,Planthiol Sirop,"Immunité, Toux grasse",https://vital.com.tn/wp-content/uploads/2017/08/Planthiol-Sirop.png,�?? Calme la toux grasse�?? Expectorant�?? Dégage les voies respiratoires,Gélule,Flacon de 150 ml,Complément alimentaire,"Sirop : Plantain, Thym, Eucalyptus, Cassis, Miel, propolis.",�?? 10 ml deux fois par jourDe préférence avant 16h,Aucune
https://vital.com.tn/products/plantexil/,Plantexil Sirop,"Immunité, Toux sèche",https://vital.com.tn/wp-content/uploads/2017/08/Plantexil-sirop.png,�?? Calme la toux sèche,Sirop,Flacon de 150 ml,Complément alimentaire,"Plantain, Tilleul, Romarin, Miel, propolis.",�?? 10ml deux fois par jour,Aucune
https://vital.com.tn/products/plantex-3/,Plantex,"Grippe, Rhume",https://vital.com.tn/wp-content/uploads/2017/08/Plantex.png,�?? Prévient et traite l�??état grippal,Gélule,Une boîte de 30 Gélules : Formule Jour et formule Nuit,,"Acérola, Echinacée, Plantain, Noyer, thym, Eucalyptus",1 gélule le matin (formule jour)1 gélule le soir (formule nuit),Aucune
https://vital.com.tn/products/plantalgic/,Plantalgic,"Anxiété, Migraine",https://vital.com.tn/wp-content/uploads/2017/08/Plantalgic.png,"�?? Soulage les douleurs musculaires, céphalées et les arthralgies",Gélule,Boite de 15 gélules,Complément alimentaire,"Extrait d'Harpagophytum, Extrait de Guarana","2 gélules par jourEn cas de besoin, ne pas dépasser 4 gélules par jour",Femme enceinte et allaitante
https://vital.com.tn/products/liftcafeine/,LiftCaféine,Cellulite,https://vital.com.tn/wp-content/uploads/2017/08/lifcafeine.png,�?? Lipo-réducteur�?? Lipo-draineur�?? Anti �?? cellulite�?? Elimine la graisse localisée,Gel,Tube de 60 gr,Gel,"Extrait de lierre grimpant, Caféine, Aloé Véra",Appliquer deux fois par jour en massant les zones en surcharges pendant au moins 20 minutes,Aucune
https://vital.com.tn/products/dermalo-3/,Dermalo,"Antiseptique, Eczéma",https://vital.com.tn/wp-content/uploads/2017/05/Dermalo-1.png,"�?? Apaise et accélère la réparation de la peau�?? Soin purifiant, antiseptique",Savon,Savon de 100 gr,Savon dermatologique,"Huile de cade, Acide salicylique, Goudron, Glycérine",Usage quotidien,Aucune
https://vital.com.tn/products/derma-douce/,DERMADOUCE,"Exfoliant, Peau",https://vital.com.tn/wp-content/uploads/2017/05/Dermadouce-1-1.png,Soin et hygiène des peaux sèches,Savon,Savon de 90 gr,Savon dermatologique,Huile d'amande douce,Usage quotidien,Aucune
https://vital.com.tn/products/argiderm-3/,ARGIDERM,Antiseptique,https://vital.com.tn/wp-content/uploads/2017/05/Argiderm-1.png,�?? Soin et traitement des peaux très sensibles,Savon,Savon de 90 gr,Savon dermatologique,"Argile, Miel, Huile d'olive",Usage quotidien,Aucune
https://vital.com.tn/products/amincissant-actif/,Amincissant Actif,"Elimination des graisses, Ventre plat",https://vital.com.tn/wp-content/uploads/2017/05/Amincissant-Actif.png,�?? Facilite les fonctions d�??élimination de l�??organisme�?? Aide à maintenir un poids corporel normal�?? Cellulite�?? Obésité�?? Rétention d�??eau�?? Brûle graisse,Gélule,Boite de 30 gélules,Complément alimentaire,"Orthosiphon, thé vert, Piloselle",1 gélule par jour pendant 2 mois,Aucune
https://vital.com.tn/products/gelee-royale-5/,Gelée Royale Gélule,"Immunité, Fortifiant",https://vital.com.tn/wp-content/uploads/2017/05/gelee-royale.png,�?? Fortifiant Général�?? Renforce l�??immunité�?? Période de surmenage,Gélules,Boite de 30 gélules / 20 ampoules,Complément alimentaire,Gelée royale,1 gélule/jour le matin à jeun pendant un mois. Refaire une cure tous les 6 mois.,Aucune
